EmployeeId,BusinessTravel,EducationField,JobRole,MaritalStatus,OverTime,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,Age,JobSatisfaction,EnvironmentSatisfaction,NumCompaniesWorked,YearsSinceLastPromotion,Attrition,Attrition (Actual),PredictedAttrition,Probability
525,Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,4227,4,3,2,27,4,1,0,2,0,0,0,0.0101
526,Travel_Rarely,Medical,Manager,Married,No,17665,23,22,7,42,1,4,0,13,0,0,0,0.2474
528,Travel_Rarely,Life Sciences,Healthcare Representative,Divorced,Yes,6623,6,6,0,29,4,3,1,1,0,0,0,0.1176
529,Travel_Rarely,Other,Manufacturing Director,Married,No,9434,10,10,8,37,3,3,1,7,0,0,0,0.3732
530,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,1393,1,1,0,32,2,4,1,0,0,0,0,0.0096
531,Travel_Rarely,Medical,Research Director,Divorced,No,19436,22,21,9,40,3,1,0,3,0,0,0,0.0614
533,Travel_Frequently,Medical,Laboratory Technician,Married,No,2468,9,6,5,38,2,3,4,0,0,0,0,0.0087
534,Travel_Rarely,Medical,Research Director,Single,No,19626,21,20,9,40,3,3,1,4,0,0,0,0.3044
535,Travel_Rarely,Medical,Manufacturing Director,Married,Yes,7756,10,5,2,38,3,4,3,0,0,0,0,0.3679
536,Travel_Rarely,Life Sciences,Sales Executive,Married,No,9419,12,10,4,30,4,2,2,7,0,0,1,0.6312
538,Travel_Rarely,Life Sciences,Research Scientist,Married,No,5208,16,16,10,35,1,2,1,1,0,0,0,0.0381
539,Non-Travel,Medical,Manufacturing Director,Married,No,4345,6,5,4,31,3,3,0,1,0,0,0,0.0233
540,Non-Travel,Medical,Manufacturing Director,Single,Yes,4695,10,8,7,30,3,3,7,1,0,0,0,0.164
541,Travel_Rarely,Life Sciences,Sales Executive,Single,No,6735,10,0,0,32,2,1,6,0,0,0,0,0.014
542,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,2289,5,5,4,41,1,3,1,0,0,0,0,0.0076
543,Travel_Rarely,Medical,Laboratory Technician,Married,Yes,2670,12,1,0,59,1,3,4,0,0,0,1,0.7486
545,Travel_Rarely,Life Sciences,Healthcare Representative,Single,Yes,6388,14,0,0,33,3,4,2,0,0,0,0,0.1558
546,Travel_Rarely,Life Sciences,Sales Executive,Married,No,4724,5,5,4,28,1,3,1,0,0,0,0,0.0375
547,Travel_Rarely,Technical Degree,Healthcare Representative,Married,No,7094,10,7,7,36,3,4,3,1,0,0,0,0.0666
548,Travel_Rarely,Marketing,Sales Executive,Divorced,Yes,10854,20,3,0,50,1,4,4,2,0,0,0,0.4401
551,Non-Travel,Marketing,Sales Executive,Married,No,6932,9,9,0,31,3,4,1,0,0,0,0,0.1331
552,Non-Travel,Other,Sales Executive,Divorced,No,10932,20,1,1,40,1,3,3,0,0,0,0,0.0274
553,Travel_Rarely,Technical Degree,Laboratory Technician,Married,No,2811,4,2,2,27,2,3,9,2,0,0,0,0.0659
554,Travel_Frequently,Life Sciences,Research Director,Married,Yes,18172,28,8,7,50,2,1,3,0,0,0,0,0.0958
555,Travel_Rarely,Medical,Research Scientist,Divorced,No,5470,10,9,6,32,2,4,0,1,0,0,0,0.0311
557,Travel_Frequently,Medical,Healthcare Representative,Married,No,10527,28,2,2,46,3,1,5,1,0,0,0,0.0159
559,Travel_Rarely,Medical,Research Director,Single,No,13664,16,5,2,37,3,1,4,0,0,0,0,0.0563
560,Travel_Rarely,Technical Degree,Research Scientist,Married,No,2073,4,2,2,23,3,4,2,2,0,0,0,0.0968
561,Travel_Rarely,Medical,Sales Executive,Divorced,No,4306,8,0,0,26,3,1,5,0,0,0,0,0.0451
562,Travel_Rarely,Other,Laboratory Technician,Divorced,Yes,3977,7,2,2,25,3,4,6,0,0,0,0,0.1588
563,Travel_Rarely,Medical,Manager,Divorced,No,19517,32,7,6,50,4,4,3,0,0,0,0,0.0191
564,Travel_Rarely,Life Sciences,Sales Executive,Married,No,9924,10,9,7,38,2,3,0,7,0,0,0,0.4844
566,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2218,4,4,2,31,1,4,1,3,0,0,0,0.051
567,Travel_Frequently,Medical,Research Scientist,Divorced,No,2007,5,5,3,26,3,1,1,1,0,0,0,0.0387
569,Travel_Rarely,Technical Degree,Laboratory Technician,Married,No,2339,14,10,8,56,3,4,8,9,0,0,1,0.5586
570,Travel_Frequently,Medical,Sales Executive,Married,No,4373,5,4,3,33,1,4,0,0,0,0,0,0.0062
571,Travel_Rarely,Medical,Healthcare Representative,Married,No,8926,13,9,7,46,2,4,4,3,0,0,0,0.2193
572,Travel_Rarely,Technical Degree,Manager,Married,Yes,11904,14,6,4,59,4,2,3,0,0,0,0,0.2232
573,Travel_Rarely,Medical,Healthcare Representative,Married,Yes,13496,21,20,10,45,4,3,0,4,0,0,0,0.0468
574,Travel_Frequently,Medical,Laboratory Technician,Married,No,3812,11,11,10,29,4,4,1,3,0,0,0,0.0399
575,Travel_Rarely,Marketing,Sales Executive,Married,No,10422,14,14,7,32,4,3,1,5,0,0,1,0.6434
576,Travel_Rarely,Technical Degree,Healthcare Representative,Divorced,Yes,10552,24,6,4,58,2,3,2,0,0,0,0,0.0306
577,Travel_Rarely,Medical,Research Scientist,Married,No,2713,5,5,2,28,4,3,1,0,0,0,0,0.0735
578,Travel_Rarely,Marketing,Sales Executive,Married,No,6578,10,10,4,30,3,3,1,1,0,0,0,0.112
579,Travel_Frequently,Marketing,Sales Executive,Single,Yes,5772,14,9,8,46,4,1,4,0,0,0,1,0.5836
582,Travel_Rarely,Medical,Research Scientist,Married,No,2323,2,2,2,22,4,3,1,2,0,0,0,0.1616
583,Non-Travel,Medical,Laboratory Technician,Divorced,Yes,2935,1,1,0,22,4,4,1,0,0,0,0,0.0931
584,Travel_Rarely,Life Sciences,Research Scientist,Married,Yes,3419,6,1,0,36,1,2,9,0,0,0,1,0.7372
585,Travel_Frequently,Life Sciences,Laboratory Technician,Single,No,2455,9,8,7,43,4,3,0,1,0,0,0,0.0141
587,Travel_Frequently,Marketing,Sales Executive,Married,No,10266,22,18,11,60,1,3,4,13,0,0,0,0.2043
588,Travel_Rarely,Marketing,Sales Executive,Single,Yes,4538,4,3,2,34,1,3,0,0,0,0,0,0.4744
590,Travel_Rarely,Marketing,Sales Executive,Divorced,Yes,8740,9,8,7,38,3,3,0,2,0,0,0,0.0399
591,Travel_Rarely,Life Sciences,Sales Representative,Married,No,3067,3,2,2,31,3,1,0,1,0,0,0,0.02
592,Travel_Rarely,Life Sciences,Healthcare Representative,Married,No,7510,10,10,9,43,3,1,1,0,0,0,0,0.0178
594,Travel_Rarely,Life Sciences,Sales Executive,Single,Yes,4487,5,5,3,25,4,2,1,1,0,0,0,0.4728
595,Travel_Rarely,Technical Degree,Healthcare Representative,Married,No,6651,20,3,2,49,3,1,2,1,0,0,0,0.0413
596,Non-Travel,Medical,Laboratory Technician,Divorced,No,2008,1,1,0,33,3,2,1,0,0,0,0,0.0401
597,Travel_Rarely,Medical,Human Resources,Single,No,2177,6,6,4,45,2,2,1,0,0,0,0,0.0144
598,Travel_Rarely,Life Sciences,Research Director,Divorced,No,14336,25,25,9,43,2,1,1,3,0,0,0,0.0428
599,Travel_Frequently,Medical,Research Director,Divorced,No,17007,16,14,9,34,1,2,7,6,0,0,0,0.098
600,Travel_Rarely,Medical,Healthcare Representative,Single,Yes,6142,10,5,4,35,3,1,3,0,0,0,0,0.2318
601,Travel_Rarely,Life Sciences,Sales Representative,Married,Yes,2220,1,1,0,34,3,3,1,0,0,0,0,0.233
602,Travel_Rarely,Medical,Research Scientist,Single,No,3505,2,2,2,23,3,1,1,0,0,0,0,0.0393
603,Travel_Rarely,Life Sciences,Research Scientist,Divorced,Yes,2782,6,5,3,37,1,4,0,4,0,0,0,0.0448
604,Travel_Rarely,Life Sciences,Sales Representative,Married,No,2572,3,3,2,35,4,1,1,0,0,0,0,0.0323
606,Travel_Rarely,Life Sciences,Research Scientist,Divorced,No,2904,4,4,2,23,4,3,1,0,0,0,0,0.0099
607,Travel_Rarely,Medical,Sales Executive,Single,No,6180,6,6,4,25,4,3,1,1,0,0,0,0.0946
608,Travel_Rarely,Medical,Manager,Single,No,19833,21,21,8,40,2,2,1,12,0,0,0,0.1924
609,Non-Travel,Medical,Research Scientist,Divorced,No,2089,7,5,2,43,4,4,4,2,0,0,0,0.0903
611,Travel_Rarely,Life Sciences,Sales Executive,Single,No,4950,5,4,1,25,4,3,0,1,0,0,0,0.0395
612,Travel_Rarely,Medical,Research Scientist,Single,No,2972,1,1,0,34,4,1,1,0,0,0,0,0.0803
613,Travel_Rarely,Life Sciences,Manager,Married,No,16555,31,5,4,52,4,4,2,1,0,0,0,0.0503
614,Travel_Frequently,Medical,Sales Executive,Married,No,9699,16,13,12,36,4,1,4,1,0,0,0,0.0493
615,Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,5906,10,9,8,45,4,2,0,3,0,0,0,0.0325
616,Travel_Frequently,Medical,Laboratory Technician,Single,No,2561,8,0,0,28,1,3,7,0,0,0,0,0.0053
617,Travel_Rarely,Medical,Manufacturing Director,Married,No,5472,8,8,3,26,4,4,1,1,0,0,0,0.0684
618,Travel_Frequently,Medical,Research Scientist,Married,No,2942,18,5,3,56,3,1,2,0,0,0,0,0.0114
619,Travel_Frequently,Medical,Research Scientist,Divorced,Yes,3815,5,5,0,34,3,4,1,2,0,0,0,0.3767
620,Travel_Rarely,Marketing,Sales Representative,Married,No,2899,3,2,2,38,2,2,0,1,0,0,0,0.1263
621,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,3210,16,15,11,36,4,4,0,10,0,0,0,0.3364
622,Travel_Rarely,Life Sciences,Research Scientist,Single,No,4108,18,7,7,39,4,1,7,1,0,0,0,0.0577
623,Travel_Rarely,Medical,Laboratory Technician,Married,No,3955,6,5,3,26,1,1,1,1,0,0,0,0.035
624,Non-Travel,Life Sciences,Research Scientist,Single,No,2438,7,3,2,43,3,1,4,1,0,0,0,0.0201
625,Travel_Rarely,Other,Laboratory Technician,Single,No,2647,5,5,4,23,4,4,1,1,0,0,0,0.0312
627,Travel_Rarely,Technical Degree,Research Scientist,Married,Yes,3058,6,5,1,27,2,3,0,1,0,0,0,0.2956
629,Travel_Frequently,Life Sciences,Sales Executive,Married,No,6804,7,2,2,43,4,4,3,2,0,0,0,0.0396
630,Non-Travel,Life Sciences,Sales Executive,Married,No,5154,10,8,7,45,3,3,4,5,0,0,0,0.4779
631,Non-Travel,Life Sciences,Sales Executive,Single,No,7587,10,10,9,36,1,1,1,0,0,0,0,0.0282
632,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2387,7,4,3,40,2,2,3,0,0,0,0,0.0336
633,Travel_Rarely,Technical Degree,Laboratory Technician,Married,No,2523,3,2,1,22,4,3,0,2,0,0,0,0.2135
634,Travel_Rarely,Medical,Laboratory Technician,Married,No,4420,8,8,7,26,4,1,1,0,0,0,0,0.0233
635,Travel_Rarely,Medical,Manufacturing Director,Single,Yes,7143,11,11,10,31,4,3,1,4,0,0,0,0.1108
636,Non-Travel,Life Sciences,Human Resources,Divorced,No,2706,3,3,2,28,4,3,1,2,0,0,0,0.0089
638,Travel_Rarely,Medical,Research Scientist,Married,No,2070,5,5,4,28,4,4,1,0,0,0,0,0.0631
639,Travel_Rarely,Life Sciences,Research Scientist,Married,Yes,2996,8,6,3,37,3,3,7,1,0,0,0,0.2535
640,Travel_Rarely,Life Sciences,Sales Executive,Single,No,6815,15,1,0,36,3,2,6,0,0,0,0,0.0289
641,Travel_Rarely,Human Resources,Human Resources,Married,No,1555,1,1,0,24,3,4,1,0,0,0,0,0.152
642,Travel_Rarely,Life Sciences,Research Scientist,Married,No,2782,12,5,0,41,4,4,3,1,0,0,0,0.3676
643,Travel_Rarely,Medical,Laboratory Technician,Married,Yes,2660,5,2,2,35,3,4,7,2,0,0,0,0.2423
644,Travel_Frequently,Medical,Laboratory Technician,Married,No,2571,17,5,3,36,4,3,4,0,0,0,0,0.0087
645,Travel_Rarely,Medical,Laboratory Technician,Single,No,4272,16,1,0,42,4,2,4,0,0,0,0,0.0226
646,Non-Travel,Life Sciences,Research Scientist,Single,No,2290,6,0,0,44,3,4,2,0,0,0,0,0.0049
647,Travel_Rarely,Medical,Sales Representative,Married,No,1052,1,1,0,28,2,4,1,0,0,0,1,0.5004
648,Travel_Rarely,Medical,Laboratory Technician,Married,No,3838,8,5,2,33,2,1,8,0,0,0,0,0.0271
649,Travel_Rarely,Medical,Healthcare Representative,Married,Yes,6833,6,6,1,31,1,3,1,0,0,0,1,0.7856
650,Travel_Rarely,Medical,Laboratory Technician,Single,Yes,4723,10,10,5,29,1,2,1,1,0,0,0,0.3307
653,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2274,1,1,0,45,3,2,1,0,0,0,0,0.0095
654,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2380,8,1,0,50,4,1,4,0,0,0,0,0.0758
655,Travel_Frequently,Medical,Healthcare Representative,Single,No,7484,23,13,8,51,1,1,3,12,0,0,0,0.0807
656,Travel_Rarely,Medical,Research Scientist,Married,Yes,2372,18,1,0,42,2,2,6,0,0,0,1,0.7295
657,Travel_Rarely,Medical,Sales Executive,Single,No,5010,12,11,7,32,3,2,1,5,0,0,0,0.4738
658,Travel_Frequently,Medical,Sales Executive,Divorced,No,4668,9,8,7,32,4,4,0,0,0,0,0,0.0057
659,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2956,1,1,0,32,1,4,1,0,0,0,0,0.0076
660,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,Yes,2074,1,1,0,35,1,1,1,0,0,0,0,0.4226
661,Travel_Rarely,Marketing,Sales Executive,Divorced,Yes,8380,10,9,8,33,3,4,0,0,0,0,0,0.0197
662,Travel_Rarely,Life Sciences,Sales Executive,Single,Yes,4163,9,9,7,47,4,4,1,0,0,0,0,0.3977
663,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,3477,6,5,3,31,3,2,1,0,0,0,0,0.0292
666,Travel_Frequently,Marketing,Sales Executive,Divorced,No,4968,5,5,2,35,4,4,1,0,0,0,0,0.0144
667,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2201,6,3,2,29,4,4,9,1,0,0,0,0.0143
669,Travel_Rarely,Life Sciences,Sales Representative,Married,No,3931,6,4,2,32,2,3,2,1,0,0,0,0.0897
670,Non-Travel,Life Sciences,Laboratory Technician,Married,No,6674,10,9,5,28,4,3,0,7,0,0,0,0.1857
671,Travel_Frequently,Medical,Research Scientist,Single,No,2580,6,4,2,27,4,4,2,1,0,0,0,0.0378
672,Travel_Rarely,Life Sciences,Manager,Divorced,No,11996,10,7,2,35,2,2,7,6,0,0,0,0.12
673,Travel_Rarely,Life Sciences,Manufacturing Director,Divorced,No,5121,7,0,0,34,1,2,3,0,0,0,0,0.0078
674,Travel_Rarely,Medical,Manufacturing Director,Divorced,Yes,8847,13,3,2,36,2,2,2,0,0,0,0,0.0504
675,Travel_Rarely,Life Sciences,Manager,Married,No,19999,34,33,9,52,3,3,0,11,0,0,0,0.2847
676,Travel_Rarely,Life Sciences,Sales Executive,Married,No,4440,16,15,8,38,2,4,0,5,0,0,0,0.4844
677,Travel_Frequently,Medical,Laboratory Technician,Single,No,4425,10,6,2,35,2,2,5,1,0,0,0,0.0101
678,Travel_Rarely,Other,Healthcare Representative,Married,Yes,6465,9,4,3,44,4,4,2,1,0,0,0,0.0938
679,Travel_Rarely,Life Sciences,Manager,Married,No,16606,23,13,1,46,2,3,8,5,0,0,1,0.7969
681,Travel_Rarely,Medical,Research Scientist,Single,Yes,2342,5,4,3,40,4,4,0,2,0,0,0,0.0927
683,Travel_Frequently,Medical,Manager,Married,No,18200,32,32,7,50,2,1,1,10,0,0,0,0.1933
684,Travel_Frequently,Medical,Manager,Married,No,17856,32,2,2,50,1,4,2,2,0,0,0,0.0103
685,Travel_Rarely,Medical,Healthcare Representative,Married,No,6755,15,3,2,57,3,4,2,1,0,0,0,0.072
686,Travel_Rarely,Life Sciences,Research Director,Married,Yes,13744,16,16,8,37,4,3,1,6,0,0,0,0.1337
688,Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,13570,21,20,10,41,2,1,0,0,0,0,0,0.0065
689,Travel_Rarely,Medical,Manager,Married,Yes,11916,9,9,8,30,1,2,1,0,0,0,0,0.4409
690,Travel_Frequently,Medical,Sales Executive,Divorced,No,9525,6,6,3,37,4,3,1,1,0,0,0,0.0302
691,Travel_Rarely,Medical,Sales Executive,Divorced,No,5460,13,7,7,31,4,1,4,5,0,0,0,0.2759
692,Non-Travel,Life Sciences,Manager,Single,Yes,19068,33,33,12,52,3,1,1,15,0,0,0,0.4163
693,Travel_Rarely,Technical Degree,Sales Executive,Married,No,8346,6,5,2,31,3,1,1,0,0,0,0,0.0312
694,Travel_Rarely,Life Sciences,Healthcare Representative,Single,No,6949,6,5,4,33,4,2,0,1,0,0,0,0.0107
695,Travel_Rarely,Medical,Research Director,Divorced,Yes,19049,23,22,10,44,4,2,0,1,0,0,0,0.0227
696,Non-Travel,Marketing,Sales Executive,Married,No,6146,8,7,7,33,2,3,0,0,0,0,0,0.0195
697,Travel_Rarely,Medical,Laboratory Technician,Married,No,5429,10,8,7,34,3,2,4,7,0,0,0,0.4861
698,Travel_Frequently,Medical,Sales Representative,Single,Yes,1569,0,0,0,18,4,2,1,0,0,0,0,0.0285
699,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2075,10,4,3,51,4,4,3,0,0,0,0,0.0336
700,Travel_Rarely,Life Sciences,Research Director,Divorced,No,19144,28,10,6,50,2,1,3,1,0,0,0,0.0244
701,Travel_Frequently,Life Sciences,Laboratory Technician,Married,No,3180,4,3,2,29,2,4,0,0,0,0,0,0.0018
702,Travel_Rarely,Marketing,Manager,Married,No,18789,26,11,8,46,2,4,2,0,0,0,0,0.043
703,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2451,4,4,1,22,1,2,1,1,0,0,0,0.1384
704,Travel_Frequently,Medical,Sales Executive,Married,No,7918,11,11,1,29,4,2,1,4,0,0,1,0.8315
705,Travel_Rarely,Life Sciences,Research Scientist,Divorced,Yes,2328,4,4,2,22,2,4,1,2,0,0,0,0.068
706,Travel_Rarely,Life Sciences,Sales Executive,Single,No,4850,8,5,1,45,3,4,8,0,0,0,0,0.0466
707,Travel_Rarely,Human Resources,Human Resources,Married,No,2187,6,2,2,25,2,3,4,1,0,0,0,0.0476
708,Travel_Rarely,Marketing,Manager,Married,No,17048,28,26,9,46,1,3,8,15,0,0,0,0.4037
709,Travel_Rarely,Life Sciences,Laboratory Technician,Married,No,2690,1,1,1,35,4,3,1,0,0,0,0,0.1037
710,Travel_Rarely,Other,Human Resources,Single,No,7988,10,10,9,29,1,2,1,0,0,0,0,0.0183
711,Travel_Rarely,Life Sciences,Manager,Single,No,17567,27,26,12,46,1,4,1,0,0,0,0,0.0089
712,Travel_Frequently,Life Sciences,Laboratory Technician,Single,No,2406,10,10,9,38,4,4,1,9,0,0,0,0.1514
713,Travel_Rarely,Life Sciences,Research Scientist,Divorced,No,2451,13,9,8,41,3,1,4,1,0,0,0,0.0245
714,Travel_Frequently,Human Resources,Human Resources,Married,No,2863,1,1,0,27,2,1,1,0,0,0,0,0.0434
715,Non-Travel,Other,Laboratory Technician,Divorced,No,3975,11,8,7,40,3,3,3,0,0,0,0,0.0086
716,Travel_Rarely,Medical,Research Scientist,Married,No,4285,10,10,7,37,4,1,1,3,0,0,0,0.2486
717,Non-Travel,Life Sciences,Sales Executive,Married,No,5736,10,3,2,39,3,1,6,1,0,0,0,0.024
718,Non-Travel,Life Sciences,Sales Executive,Divorced,Yes,9852,10,10,6,31,3,4,1,9,0,0,0,0.0561
719,Travel_Rarely,Technical Degree,Sales Executive,Married,Yes,7083,10,10,6,34,3,4,1,8,0,0,0,0.0918
720,Travel_Frequently,Marketing,Sales Executive,Single,No,9208,16,2,1,50,4,3,4,2,0,0,0,0.0755
721,Travel_Rarely,Life Sciences,Manager,Divorced,Yes,14026,33,33,10,51,2,3,1,0,0,0,0,0.0251
722,Travel_Frequently,Life Sciences,Manufacturing Director,Married,No,8943,10,10,9,31,3,3,1,8,0,0,0,0.1563
723,Travel_Rarely,Life Sciences,Laboratory Technician,Divorced,No,2348,20,17,15,45,2,2,8,0,0,0,0,0.0114
724,Non-Travel,Medical,Research Scientist,Married,No,4258,5,4,2,52,4,4,0,1,0,0,0,0.0447
727,Travel_Rarely,Life Sciences,Manufacturing Director,Single,No,8376,9,2,2,39,2,2,4,2,0,0,0,0.0137
728,Travel_Rarely,Medical,Sales Executive,Married,No,6644,10,0,0,29,2,1,2,0,0,0,0,0.0786
729,Travel_Rarely,Medical,Healthcare Representative,Married,No,10248,24,22,17,44,4,1,3,5,0,0,1,0.5674
730,Travel_Frequently,Life Sciences,Manufacturing Director,Single,No,6499,6,6,3,36,2,2,1,0,0,0,0,0.0096
731,Travel_Rarely,Medical,Sales Executive,Single,Yes,4599,16,15,10,34,2,1,0,10,0,0,0,0.1702
732,Travel_Frequently,Technical Degree,Manufacturing Director,Single,No,5238,9,5,4,31,4,4,2,1,0,0,0,0.0309
733,Travel_Rarely,Life Sciences,Research Scientist,Single,Yes,2657,3,2,2,31,2,3,0,2,0,0,0,0.1554
734,Travel_Rarely,Technical Degree,Research Scientist,Single,Yes,2070,2,2,2,21,2,4,1,2,0,0,0,0.3372
735,Travel_Frequently,Technical Degree,Sales Executive,Married,No,9738,10,9,8,36,4,2,0,2,0,0,0,0.0363
736,Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,4898,5,4,2,25,3,1,0,1,0,0,0,0.0116
737,Non-Travel,Medical,Manufacturing Director,Married,No,5258,7,1,0,46,3,3,2,0,0,0,0,0.0959
738,Travel_Rarely,Other,Laboratory Technician,Single,No,3983,4,3,2,29,4,2,0,2,0,0,0,0.0227
740,Travel_Rarely,Life Sciences,Sales Executive,Married,No,5296,8,8,7,26,3,3,1,7,0,0,1,0.6194
741,Non-Travel,Medical,Manager,Single,No,16756,31,9,2,55,1,3,7,6,0,0,0,0.0962
742,Travel_Frequently,Life Sciences,Sales Executive,Married,No,12936,25,23,10,47,3,3,7,14,0,0,0,0.4321
743,Travel_Rarely,Other,Laboratory Technician,Divorced,No,1951,1,1,0,35,4,3,1,0,0,0,0,0.0597
744,Travel_Rarely,Medical,Research Scientist,Married,Yes,4787,4,2,2,29,4,1,9,2,0,0,0,0.3533
746,Travel_Rarely,Life Sciences,Sales Executive,Married,Yes,9713,9,5,0,34,4,3,2,1,0,0,0,0.3698
747,Travel_Rarely,Medical,Manufacturing Director,Married,No,6725,8,8,3,32,1,3,1,6,0,0,0,0.2757
750,Travel_Frequently,Life Sciences,Research Scientist,Single,Yes,4249,9,9,1,35,3,3,1,1,0,0,0,0.1696
751,Travel_Frequently,Life Sciences,Healthcare Representative,Divorced,No,8853,6,6,3,29,4,1,1,1,0,0,0,0.0128
752,Travel_Frequently,Medical,Laboratory Technician,Single,Yes,2154,5,4,2,28,3,4,0,0,0,0,0,0.0081
753,Travel_Frequently,Life Sciences,Manufacturing Director,Married,No,6434,9,3,2,45,3,1,4,0,0,0,0,0.0037
754,Travel_Rarely,Life Sciences,Manufacturing Director,Married,No,4434,10,9,8,42,2,2,1,7,0,0,0,0.2881
755,Non-Travel,Life Sciences,Sales Executive,Married,No,4649,4,4,2,29,3,4,1,0,0,0,0,0.023
756,Travel_Rarely,Life Sciences,Research Scientist,Single,Yes,2875,8,8,2,26,4,3,1,2,0,0,0,0.4001
757,Travel_Rarely,Life Sciences,Sales Executive,Single,No,7637,28,21,9,59,1,1,7,7,0,0,0,0.4649
758,Travel_Rarely,Life Sciences,Research Scientist,Divorced,No,2911,5,5,3,31,3,1,1,4,0,0,0,0.1794
759,Non-Travel,Medical,Research Scientist,Single,No,1514,0,0,0,18,3,2,1,0,0,0,0,0.0329
760,Travel_Rarely,Medical,Manufacturing Director,Married,Yes,7969,28,5,4,52,3,4,2,0,0,0,0,0.11
761,Travel_Rarely,Life Sciences,Healthcare Representative,Married,No,5033,10,2,2,44,1,2,2,2,0,0,0,0.0175
762,Travel_Rarely,Life Sciences,Healthcare Representative,Married,No,8823,20,19,9,38,3,3,0,1,0,0,0,0.0265
763,Travel_Rarely,Medical,Laboratory Technician,Single,No,2720,6,5,2,30,4,2,0,1,0,0,0,0.014
765,Travel_Frequently,Medical,Research Scientist,Single,Yes,4930,6,5,4,35,4,1,0,1,0,0,0,0.0743
766,Travel_Rarely,Life Sciences,Healthcare Representative,Single,No,8606,11,11,3,35,2,4,1,3,0,0,0,0.0479
767,Non-Travel,Life Sciences,Research Scientist,Married,No,2979,6,0,0,34,4,3,3,0,0,0,0,0.0176
768,Travel_Rarely,Life Sciences,Healthcare Representative,Divorced,No,4448,15,7,7,40,1,2,2,7,0,0,0,0.0599
769,Travel_Rarely,Other,Manufacturing Director,Divorced,No,5770,10,10,9,45,4,4,1,3,0,0,0,0.0275
770,Travel_Rarely,Life Sciences,Sales Executive,Divorced,No,6439,18,8,7,48,3,3,8,7,0,0,0,0.2782
771,Travel_Rarely,Life Sciences,Research Scientist,Divorced,No,3072,17,1,0,41,1,3,2,0,0,0,0,0.0327
772,Travel_Rarely,Life Sciences,Laboratory Technician,Single,No,2013,15,4,3,36,2,1,2,1,0,0,0,0.0598
773,Travel_Rarely,Life Sciences,Manager,Married,No,18880,24,22,14,42,3,1,5,4,0,0,0,0.4081
775,Travel_Rarely,Medical,Manufacturing Director,Divorced,No,4877,6,5,0,28,1,2,0,0,0,0,0,0.0261
776,Travel_Frequently,Medical,Research Scientist,Single,Yes,2515,8,2,2,42,4,2,5,2,0,0,0,0.282
777,Travel_Rarely,Human Resources,Manager,Married,No,19189,22,22,10,41,3,4,1,2,0,0,0,0.123
778,Travel_Rarely,Life Sciences,Sales Executive,Married,No,5301,4,2,2,30,3,4,8,2,0,0,0,0.0954
779,Non-Travel,Medical,Laboratory Technician,Divorced,No,3072,12,12,10,30,1,3,1,6,0,0,0,0.0542
781,Travel_Rarely,Life Sciences,Manufacturing Director,Single,No,4320,5,5,2,33,2,4,1,0,0,0,0,0.0072
782,Travel_Rarely,Life Sciences,Research Scientist,Single,No,2318,1,1,0,27,3,2,1,0,0,0,0,0.0095
783,Travel_Rarely,Life Sciences,Sales Executive,Divorced,No,10609,17,16,13,38,3,1,0,5,0,0,0,0.1433
784,Non-Travel,Technical Degree,Sales Executive,Divorced,No,5079,12,7,7,36,4,1,4,0,0,0,0,0.0065
785,Travel_Rarely,Other,Laboratory Technician,Married,No,3702,5,5,4,38,3,4,1,0,0,0,0,0.0378
787,Travel_Rarely,Life Sciences,Sales Executive,Married,No,5902,17,15,9,39,3,4,4,5,0,0,1,0.6605
789,Travel_Rarely,Medical,Manufacturing Director,Divorced,No,4810,19,10,8,46,3,3,2,0,0,0,0,0.0117
790,Travel_Rarely,Marketing,Sales Executive,Married,Yes,9071,15,3,2,46,4,3,2,1,0,0,0,0.0747
791,Travel_Rarely,Medical,Laboratory Technician,Single,Yes,4721,20,18,17,41,1,4,2,2,0,0,0,0.4114
792,Travel_Rarely,Medical,Sales Representative,Single,Yes,2380,2,2,2,21,1,3,1,1,0,0,0,0.4297
793,Travel_Rarely,Human Resources,Human Resources,Married,No,6389,12,8,6,39,2,3,9,3,0,0,0,0.1541
794,Travel_Frequently,Human Resources,Human Resources,Married,Yes,5743,14,10,2,44,4,1,4,0,0,0,0,0.0811
796,Travel_Rarely,Life Sciences,Research Director,Single,No,11994,13,12,11,34,2,1,0,2,0,0,0,0.0621
